cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Mississippi",10/7/2016,10/27/2016,"Ipsos","A-",161,"lv",.0348229,33.21,51.84,,,31.84018,53.61017,,,"","reuters.com/statesofthenation/",47734,74717,10/29/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",10/25/2016,10/31/2016,"SurveyMonkey","C-",984,"lv",.0345745,40,45,10,,38.20242,45.68953,6.871691,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47898,74954,11/1/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Oklahoma",10/25/2016,10/31/2016,"SurveyMonkey","C-",472,"lv",.0345263,31,54,12,,29.23161,54.54538,8.871691,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47919,74975,11/1/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Oklahoma",10/18/2016,10/26/2016,"SurveyMonkey","C-",573,"lv",.0344033,31,55,11,,29.03866,56.78258,7.178276,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47592,74482,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",9/22/2016,9/23/2016,"Gravis Marketing","B-",799,"rv",.0343855,37,41,6,,38.77891,43.76058,3.2301,,"","http://www.breitbart.com/big-government/2016/09/25/exclusive-breitbartgravis-polls-trump-takes-lead-colorado-maintains-lead-ohio/",46031,71987,9/25/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",10/24/2016,10/30/2016,"SurveyMonkey","C-",592,"lv",.0342966,37,49,11,,35.19786,49.7849,7.758697,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47808,74831,10/31/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Kentucky",10/25/2016,10/31/2016,"SurveyMonkey","C-",424,"lv",.0342692,31,58,8,,29.22596,58.57325,4.871691,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47900,74956,11/1/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Connecticut",10/18/2016,10/26/2016,"SurveyMonkey","C-",614,"lv",.0342537,51,36,7,,48.9783,38.11764,3.178277,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47562,74452,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",9/30/2016,10/20/2016,"Ipsos","A-",363,"lv",.0342164,45.62,42.61,,,43.28513,44.23377,,,"","http://www.reuters.com/statesofthenation/",47197,73874,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Alabama",10/24/2016,10/30/2016,"SurveyMonkey","C-",410,"lv",.034171,36,54,6,,34.22684,54.63488,2.758697,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47794,74817,10/31/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"California",10/25/2016,10/31/2016,"SurveyMonkey","C-",2505,"lv",.0341135,55,30,7,,53.21544,30.62524,3.871691,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47887,74943,11/1/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/2/2016,10/4/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0340814,41,42,8,,41.78965,45.67749,5.307125,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct05",46510,72708,10/5/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Virginia",9/11/2016,9/20/2016,"Roanoke College","C+",841,"lv",.0340146,44,37,8,,45.28829,41.83728,4.129171,,"","http://www.roanoke.edu/about/news/rc_poll_politics_sept2016",45936,71808,9/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",10/18/2016,10/26/2016,"SurveyMonkey","C-",787,"lv",.0338562,60,29,6,,57.91891,31.44735,2.178277,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47577,74467,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Virginia",8/11/2016,8/14/2016,"ABC News/Washington Post","A+",707,"lv",.0337667,46,39,9,,45.71725,42.41602,5.392237,,"","http://apps.washingtonpost.com/g/page/politics/washington-post-virginia-poll-aug-11-14-2016/2076/",44860,68760,8/16/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"New Jersey",10/18/2016,10/26/2016,"SurveyMonkey","C-",703,"lv",.0335329,53,35,4,,51.00349,36.97783,.1782765,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47586,74476,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Nebraska",10/7/2016,10/27/2016,"Ipsos","A-",196,"lv",.033385,35.45,49.98,,,32.91384,51.27191,,,"","reuters.com/statesofthenation/",47737,74720,10/29/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",7/13/2016,7/15/2016,"YouGov","B",1201,"lv",.0333571,42,39,5,,44.22195,42.96128,2.98115,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/z9xrsuzu2g/ForRelease_MI_20160717.pdf",44611,68017,7/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/29/2016,8/1/2016,"Penn Schoen Berland","B-",1000,"lv",.0332001,45,40,5,,47.22592,44.27216,1.669897,,"","http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf",44757,68468,8/3/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"South Dakota",9/30/2016,10/20/2016,"Ipsos","A-",103,"lv",.0330329,32.76,49.64,,,29.39833,50.20017,,,"","http://www.reuters.com/statesofthenation/",47221,73898,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Delaware",7/20/2016,7/24/2016,"Fairleigh Dickinson University (PublicMind)","A",715,"rv",.0330307,42,32,9,,45.19188,38.13291,4.016013,,"","http://www.delawareonline.com/story/news/2016/07/27/tnj-poll-hillary-has-strong-delaware-support/87626276/",44696,68294,7/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/18/2016,10/24/2016,"CVOTER International","C+",1370,"lv",.0330129,49.18,46.77,,,46.08969,44.88842,,,"","http://www.upi.com/Top_News/US/2016/10/27/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-3-points/7581477575891/",47554,74444,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",10/25/2016,10/31/2016,"SurveyMonkey","C-",1532,"lv",.0329333,43,39,11,,41.20233,39.68996,7.871691,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47888,74944,11/1/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Texas",10/14/2016,10/20/2016,"Ipsos","A-",405,"lv",.0328657,39.04,52.23,,,36.91672,53.73061,,,"","http://www.reuters.com/statesofthenation/",47223,73900,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",10/25/2016,10/25/2016,"Mitchell Research & Communications","D",1030,"lv",.0328334,48,42,4.5,,46.15744,42.82367,3.861184,,"","http://www.fox2detroit.com/news/local-news/213813298-story",47541,74353,10/26/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"South Dakota",10/10/2016,10/14/2016,"Google Consumer Surveys","B",91,"lv",.0327089,28.56,38.29,8.63,,33.44069,47.53342,5.904182,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46997,73486,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Texas",10/25/2016,10/31/2016,"SurveyMonkey","C-",2051,"lv",.0326367,41,47,8,,39.22769,47.56471,4.871691,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47926,74982,11/1/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"North Carolina",10/26/2016,11/1/2016,"SurveyMonkey","C-",1617,"lv",.0326156,49,42,7,,47.27937,42.26885,3.991361,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",48054,75183,11/2/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"New Mexico",9/24/2016,9/25/2016,"Zia Poll","",1415,"lv",.0325463,41.8,36.6,16,,41.78132,37.84382,14.73797,,"","http://projects.fivethirtyeight.com/polls/20160924_NM_1.pdf",46952,73440,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",10/7/2016,10/20/2016,"Ipsos","A-",354,"lv",.0325442,38.42,49.04,,,35.34739,49.69152,,,"","http://www.reuters.com/statesofthenation/",47196,73873,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Nevada",9/16/2016,9/18/2016,"Rasmussen Reports/Pulse Opinion Research","C+",800,"lv",.0324877,39,42,11,,40.99011,45.59301,7.497537,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/nevada/election_2016_nevada_president",45896,71680,9/20/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",8/9/2016,8/16/2016,"Quinnipiac University","A-",846,"lv",.0324731,41,39,12,,43.09537,43.20718,7.609497,,"","http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2373",44883,68821,8/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"South Dakota",9/16/2016,10/6/2016,"Ipsos","A-",113,"lv",.0324498,35.73,45.45,,,33.40506,45.41219,,,"","http://www.reuters.com/statesofthenation/",46670,72964,10/10/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Wyoming",10/17/2016,10/25/2016,"SurveyMonkey","C-",361,"lv",.0323317,25,59,9,,22.99306,61.18531,5.065196,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47523,74315,10/26/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/22/2016,10/28/2016,"USC Dornsife/LA Times","",3248,"lv",.0323257,43.79,46.2,,,44.53116,44.59372,,,"","http://latimes.com/politics/",47709,74690,10/29/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",10/26/2016,11/1/2016,"SurveyMonkey","C-",1739,"lv",.0322822,44,43,8,,42.2593,43.36428,4.991361,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",48043,75172,11/2/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Arizona",10/8/2016,10/16/2016,"SurveyMonkey","C-",1028,"lv",.0322594,41,44,10,,39.26203,46.9846,5.22164,,"","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/",47016,73531,10/18/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Utah",10/24/2016,10/30/2016,"SurveyMonkey","C-",988,"lv",.0322413,30,33,7,26,28.12059,33.79614,3.668854,26.38621,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47838,74861,10/31/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Minnesota",10/7/2016,10/20/2016,"Ipsos","A-",499,"lv",.0322155,44.14,32.36,,,41.59008,33.8786,,,"","http://www.reuters.com/statesofthenation/",47205,73882,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",10/7/2016,10/20/2016,"Ipsos","A-",445,"lv",.0321481,45.01,41.24,,,41.77239,42.12482,,,"","http://www.reuters.com/statesofthenation/",47189,73866,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Ohio",8/17/2016,8/19/2016,"YouGov","B",997,"lv",.0320541,46,40,6,,47.55234,43.95853,3.508946,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zlnzmj83fl/ForRelease_OH_20160821.pdf",44903,68879,8/21/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"South Carolina",9/30/2016,10/20/2016,"Ipsos","A-",304,"lv",.0319709,43.67,50.89,,,42.18617,52.71921,,,"","http://www.reuters.com/statesofthenation/",47220,73897,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Maine",9/9/2016,9/29/2016,"Ipsos","A-",276,"lv",.0318511,45.01,33.56,,,44.10185,34.6591,,,"","http://www.reuters.com/statesofthenation/",46353,72481,10/3/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Vermont",10/10/2016,10/14/2016,"Google Consumer Surveys","B",71,"lv",.0318439,65.93,10.76,6.75,,70.78695,20.37639,4.024182,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47002,73491,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"South Carolina",10/18/2016,10/26/2016,"SurveyMonkey","C-",2223,"lv",.0317896,43,45,7,,41.07125,46.6016,3.178277,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47596,74486,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",10/25/2016,10/31/2016,"SurveyMonkey","C-",550,"lv",.0317572,38,51,6,,36.22731,51.56659,2.871691,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47925,74981,11/1/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Alaska",10/10/2016,10/14/2016,"Google Consumer Surveys","B",71,"lv",.0317283,34.6,29.98,4.87,,39.47368,39.33353,2.144182,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46956,73445,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",10/25/2016,10/31/2016,"SurveyMonkey","C-",2255,"lv",.0316525,49,41,6,,47.23101,41.54831,2.871691,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47921,74977,11/1/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Virginia",10/15/2016,10/19/2016,"Google Consumer Surveys","B",644,"lv",.0316062,40.71,31.13,6.24,,45.43354,39.75732,3.921578,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47148,73781,10/21/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Hawaii",10/10/2016,10/14/2016,"Google Consumer Surveys","B",66,"lv",.0315616,51.35,20.4,1.49,,56.21414,29.90342,-1.235818,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46967,73456,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"California",10/14/2016,10/20/2016,"Ipsos","A-",503,"lv",.0313174,63.82,25.62,,,61.87507,27.46321,,,"","http://www.reuters.com/statesofthenation/",47188,73865,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",10/18/2016,10/26/2016,"SurveyMonkey","C-",1337,"lv",.0312839,41,44,9,,38.98867,46.0601,5.178277,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47571,74461,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Arizona",10/15/2016,10/19/2016,"Google Consumer Surveys","B",629,"lv",.0312782,41.78,31.4,4.55,,46.48009,40.21671,2.231579,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47106,73739,10/21/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Minnesota",10/24/2016,10/30/2016,"SurveyMonkey","C-",639,"lv",.0312714,47,38,9,,45.17013,38.92851,5.758697,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47817,74840,10/31/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Alabama",9/30/2016,10/20/2016,"Ipsos","A-",482,"lv",.0312024,38.4,52.39,,,36.81825,54.03947,,,"","http://www.reuters.com/statesofthenation/",47185,73862,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/28/2016,8/30/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",1011,"rv",.0311298,41,39,9,,45.27974,45.12539,3.921545,,"","http://www.foxnews.com/politics/interactive/2016/08/31/fox-news-poll-aug-31-2016/",45251,69571,8/31/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",8/9/2016,8/16/2016,"Quinnipiac University","A-",830,"lv",.0310559,41,33,16,,43.09588,37.20869,11.6095,,"","http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2373",44882,68820,8/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Montana",10/10/2016,10/14/2016,"Google Consumer Surveys","B",141,"lv",.0309903,27.78,28.31,13.84,,32.65606,37.62613,11.11418,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46982,73471,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",10/18/2016,10/26/2016,"SurveyMonkey","C-",644,"lv",.0309372,38,50,6,,36.0313,51.82341,2.178277,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47598,74488,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Florida",10/27/2016,11/2/2016,"Ipsos","A-",896,"lv",.0308442,46.68,47.07,,,46.19961,47.58807,,,"","http://www.reuters.com/statesofthenation/",48220,75521,11/3/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Wisconsin",10/18/2016,10/26/2016,"SurveyMonkey","C-",1524,"lv",.0308434,43,42,9,,40.99851,44.00546,5.178277,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47605,74495,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Louisiana",10/24/2016,10/30/2016,"SurveyMonkey","C-",320,"lv",.0307128,36,54,5,,34.2196,54.67237,1.758697,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47812,74835,10/31/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Wyoming",10/10/2016,10/14/2016,"Google Consumer Surveys","B",61,"lv",.0306904,16.58,51.9,12.22,,21.46128,61.13407,9.494183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47006,73495,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Kentucky",10/18/2016,10/26/2016,"SurveyMonkey","C-",426,"lv",.0306846,29,60,8,,27.02899,61.83624,4.178277,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47573,74463,10/27/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Ohio",10/8/2016,10/16/2016,"SurveyMonkey","C-",1307,"lv",.0305111,41,44,9,,39.2677,46.89558,4.22164,,"","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/",47026,73541,10/18/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Idaho",10/10/2016,10/14/2016,"Google Consumer Surveys","B",161,"lv",.0303803,23.38,33.65,7.98,,28.26224,42.86908,5.254182,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46969,73458,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Florida",7/6/2016,7/10/2016,"Greenberg Quinlan Rosner (Democracy Corps)","B-",1100,"lv",.030329,45,40,6,,46.11036,45.11248,1.22499,,"","https://salsa3.salsalabs.com/o/50742/images/Florida%20Statewide%20071416%20Public%20Release.pdf",44592,67965,7/15/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Minnesota",10/15/2016,10/19/2016,"Google Consumer Surveys","B",596,"lv",.0302973,35.95,28.73,8.59,,40.64013,37.62717,6.271579,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47126,73759,10/21/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"North Carolina",10/15/2016,10/19/2016,"Google Consumer Surveys","B",648,"lv",.030155,37.81,38.07,6.35,,42.55024,46.56251,4.031579,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47130,73763,10/21/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Connecticut",10/24/2016,10/30/2016,"SurveyMonkey","C-",488,"lv",.0301259,51,39,4,,49.1591,39.98563,.758697,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47800,74823,10/31/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"District of Columbia",10/17/2016,10/25/2016,"SurveyMonkey","C-",504,"lv",.0300124,88,5,3,,85.91279,7.654518,-.934804,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47480,74318,10/26/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/25/2016,10/27/2016,"The Times-Picayune/Lucid","",2627,"lv",.029851,43,40,6,,42.73906,44.10163,3.692741,,"","https://luc.id/2016-presidential-tracker/",47642,74580,10/28/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/17/2016,10/23/2016,"CVOTER International","C+",1414,"lv",.0298415,49.46,46.39,,,46.32415,44.60594,,,"","http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn",47246,73933,10/24/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Wyoming",8/9/2016,9/1/2016,"SurveyMonkey","C-",727,"rv",.0297246,21,57,15,,22.73504,63.03336,7.720875,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45392,70598,9/6/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",10/7/2016,10/20/2016,"Ipsos","A-",476,"lv",.0296359,57,25.36,,,54.25055,27.29913,,,"","http://www.reuters.com/statesofthenation/",47203,73880,10/22/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Maine",10/10/2016,10/14/2016,"Google Consumer Surveys","B",82,"lv",.029588,42.77,25.71,9.22,,47.62819,35.30699,6.494183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46977,73466,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Rhode Island",10/10/2016,10/14/2016,"Google Consumer Surveys","B",45,"lv",.0293981,57.33,13.05,2.26,,62.17268,22.8906,-.4658178,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46995,73484,10/17/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/2/2016,10/6/2016,"Ipsos","A-",1107,"lv",.029305,41.6,37.7,8.5,,41.71545,41.01777,6.293165,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46551,72811,10/7/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",8/1/2016,8/3/2016,"Expedition Strategies","",600,"lv",.0291516,44,44,,,40.94877,45.76088,,,"","https://twitter.com/hwypol/status/764497782677790720",44857,68752,8/15/16,"22:42:35  4 Nov 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",10/15/2016,10/19/2016,"Google Consumer Surveys","B",637,"lv",.0290764,37.41,28.49,7.62,,42.1154,37.26383,5.301579,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47125,73758,10/21/16,"22:42:35  4 Nov 2016"
